p_mean,p_std,p_min,p_max,p_drop_pct,p_slope,p_rolling_std_5,p_jitter,q_mean,q_std,q_surge_pct,q_slope,pq_corr,t_mean,t_max,zero_count,sensor_id,pipe_diameter_mm,pipe_age_years,pipe_material,hour_of_day,leak
20.67,2.98,12.52,23.43,12.75,-0.2505,3.6897,3.9351,33.81,1.2711,2.69,0.0754,-0.4031,25.6,26.2,0,sensor_020,300,20,HDPE,4,0
20.5,0.6667,19.4,21.47,4.61,-0.1867,0.409,0.56,30.38,0.4823,3.09,0.0844,-0.5412,50.9,51.3,0,sensor_001,300,24,HDPE,3,1
43.99,2.6865,39.1,47.89,18.35,-0.869,1.6996,1.787,81.25,4.4804,-17.46,-1.3065,0.9574,47.2,48.0,0,sensor_008,400,24,Steel,20,0
31.45,2.7079,27.9,37.21,25.02,-0.7265,1.9658,2.7713,45.59,1.5123,-8.49,-0.3732,0.7153,44.8,45.3,0,sensor_005,300,21,HDPE,22,0
24.48,1.6576,20.48,26.05,1.09,-0.0473,2.0,1.7129,12.98,0.5437,1.92,0.0403,-0.9798,46.0,46.5,0,sensor_017,100,2,Cast Iron,12,0
33.99,2.6895,26.98,37.14,-3.69,0.1195,3.3479,4.0434,24.3,0.9376,10.67,0.2689,0.105,33.7,34.4,0,sensor_020,150,19,PVC,15,0
38.86,2.1475,34.17,41.75,9.19,-0.5492,1.594,2.3355,69.42,3.4527,-7.12,-0.7543,0.6361,39.2,39.7,0,sensor_013,400,12,Steel,14,0
31.67,5.9722,23.72,41.54,42.88,-1.9312,2.5179,3.7076,51.0,5.2631,-26.78,-1.793,0.9354,54.6,55.0,0,sensor_008,300,29,HDPE,16,0
32.51,3.109,27.51,36.45,22.91,-0.995,2.1996,2.0053,57.33,1.7585,-0.25,-0.1305,0.5143,43.2,43.6,0,sensor_016,300,3,HDPE,12,1
13.08,2.3767,7.74,15.86,23.92,-0.4222,2.23,3.4392,7.72,0.5717,-20.41,-0.19,0.2936,49.5,50.0,0,sensor_018,100,22,Cast Iron,4,0
32.19,2.45,27.51,36.41,24.45,-0.7828,1.6304,1.6669,24.17,1.0819,-12.61,-0.3562,0.8792,39.0,39.4,0,sensor_020,150,7,PVC,9,0
44.58,2.7417,40.8,49.85,12.98,-0.7369,1.3369,2.452,65.29,2.3308,-4.49,-0.4039,0.0456,42.1,42.7,0,sensor_007,300,9,HDPE,18,0
24.09,3.5703,18.91,29.45,32.12,-1.2041,1.7635,1.3357,75.77,9.5709,44.52,0.9777,-0.2403,29.8,30.5,0,sensor_018,400,21,Steel,5,1
47.29,1.6462,45.28,49.87,-1.58,-0.1875,0.8745,2.379,90.05,2.7414,1.74,0.1686,-0.0693,31.9,32.4,0,sensor_012,400,16,Steel,20,1
43.63,4.6081,37.71,49.84,22.57,-1.5086,1.0438,2.1452,88.73,2.1672,3.98,0.417,-0.4134,38.3,38.9,0,sensor_011,400,1,Steel,17,1
44.36,1.9134,40.52,47.36,14.45,-0.4152,1.9903,2.1405,64.3,1.8982,1.95,0.35,0.0371,43.6,44.1,0,sensor_013,300,1,HDPE,8,0
48.65,6.4565,38.93,58.91,-51.32,2.2417,3.104,0.8888,56.52,6.0367,40.55,2.0791,0.9809,38.0,38.4,0,sensor_008,250,21,PVC,21,0
43.49,2.2368,39.93,47.05,15.12,-0.5716,2.2237,2.0846,42.25,1.4208,4.12,-0.0063,0.0789,47.2,47.8,0,sensor_014,200,8,HDPE,19,1
18.66,3.6858,14.92,24.21,38.38,-1.1771,0.8336,1.8728,30.71,0.3944,1.26,0.0428,-0.3005,53.4,53.8,0,sensor_020,250,6,PVC,0,1
26.81,1.5343,23.8,29.5,16.09,-0.4201,0.8746,1.4633,14.05,0.364,5.02,0.0864,-0.5209,36.0,36.4,0,sensor_006,100,9,Cast Iron,7,1
33.78,3.6242,28.54,39.23,-36.04,1.2429,2.0148,1.0525,16.62,1.3227,24.68,0.4502,0.9608,31.9,32.4,0,sensor_011,100,18,Cast Iron,7,0
21.77,0.7613,20.4,22.89,-12.2,0.2295,0.4448,0.6348,15.38,0.6226,12.19,0.1889,0.7895,50.0,50.2,0,sensor_008,150,15,PVC,0,0
29.11,2.2775,25.41,32.59,-24.16,0.7656,1.163,1.0128,19.27,1.5259,25.55,0.4962,0.8796,35.5,35.9,0,sensor_004,150,8,PVC,23,0
23.74,1.4869,20.3,26.2,22.54,-0.4372,1.33,1.1758,36.79,0.6794,-0.81,-0.069,0.0631,33.7,34.4,0,sensor_012,300,9,HDPE,0,1
48.13,5.5711,39.35,56.53,-43.65,1.7463,3.1689,4.2856,81.68,7.9762,38.95,2.7439,0.8778,32.5,33.0,0,sensor_020,400,4,Steel,11,0
18.76,1.302,16.48,21.2,6.39,-0.2618,1.0609,1.634,13.68,0.5434,-0.36,0.0278,-0.5502,42.5,43.1,0,sensor_004,150,24,PVC,1,0
22.46,1.9782,16.66,23.77,3.12,-0.3227,2.4915,3.0922,34.53,1.0663,4.86,0.2848,-0.3453,49.5,50.1,0,sensor_009,300,21,HDPE,4,1
21.4,3.5975,16.61,27.53,39.68,-1.2353,1.2717,0.8178,20.99,2.5753,-31.49,-0.8359,0.9413,52.2,53.1,0,sensor_015,200,25,HDPE,23,0
20.41,2.0791,15.19,23.15,-7.79,0.1599,2.7903,3.5401,14.8,0.6979,0.96,0.0634,-0.484,28.2,28.5,0,sensor_005,150,25,PVC,0,0
36.51,4.6859,28.14,44.68,-58.78,1.5944,2.8201,1.4327,17.11,1.9223,43.95,0.6597,0.9621,47.2,47.6,0,sensor_007,100,10,Cast Iron,7,0
21.01,3.2569,17.74,27.34,27.13,-0.9769,0.5799,2.791,39.32,2.639,-8.97,-0.6459,0.8057,33.2,33.8,0,sensor_005,400,14,Steel,4,0
26.83,2.0345,24.2,31.79,20.07,-0.1282,0.7914,2.9305,28.64,0.6631,3.98,0.1288,0.125,37.4,37.8,0,sensor_020,200,1,HDPE,22,1
26.94,3.0007,22.76,33.46,-27.68,0.7453,2.292,3.4686,36.35,2.2161,17.82,0.71,0.6775,33.6,33.9,0,sensor_009,300,7,HDPE,1,0
23.5,2.1112,19.23,25.69,19.44,-0.4237,1.3855,2.6135,13.16,0.5311,4.03,0.0907,-0.1504,31.9,32.6,0,sensor_002,100,27,Cast Iron,12,1
50.37,4.2957,44.23,58.94,-33.25,1.4553,2.6272,1.5153,60.73,2.9014,15.85,0.9309,0.9045,51.4,51.9,0,sensor_019,250,18,PVC,20,0
37.52,2.4968,34.1,41.68,12.71,-0.5898,0.8126,2.8612,35.21,1.3846,-9.36,-0.3775,0.403,45.9,46.4,0,sensor_009,200,4,HDPE,20,0
18.15,0.7974,17.57,20.38,13.34,-0.1265,0.3228,0.7754,31.08,0.9793,1.43,-0.0155,-0.0608,51.7,52.0,0,sensor_006,250,11,PVC,4,1
53.81,2.6091,50.29,59.7,-12.21,0.622,2.8846,2.2467,93.58,1.7526,-4.87,-0.037,-0.0525,53.7,54.3,0,sensor_001,400,17,Steel,18,0
23.08,2.5677,16.79,25.51,9.79,-0.4687,2.3869,3.5933,34.26,1.482,-9.49,-0.4669,0.4236,31.2,31.8,0,sensor_017,300,28,HDPE,0,0
29.16,2.1598,25.61,32.8,21.92,-0.6272,1.5982,1.9257,21.86,1.6748,-14.24,-0.4496,0.4085,28.7,29.2,0,sensor_013,150,6,PVC,7,0
42.6,1.8147,39.92,45.05,9.56,-0.5243,1.9154,1.536,43.17,1.5634,10.2,0.38,-0.3317,39.2,39.6,0,sensor_020,200,6,HDPE,19,1
22.88,0.8517,20.97,23.97,1.78,-0.091,1.0297,1.317,15.6,0.6965,-9.41,-0.0859,0.1715,50.9,51.3,0,sensor_004,150,6,PVC,5,0
44.89,5.8194,33.87,54.06,-59.6,1.9798,2.575,1.6206,60.13,6.1481,43.31,1.9921,0.94,32.2,32.6,0,sensor_003,300,26,HDPE,13,0
40.22,2.9249,34.96,44.63,-27.66,0.9591,1.1682,1.707,27.21,1.9337,25.4,0.6437,0.935,54.2,54.8,0,sensor_015,150,16,PVC,16,0
32.73,5.6418,23.58,41.28,42.84,-1.9277,3.1395,1.7016,43.83,3.7941,-22.84,-1.279,0.955,45.8,46.1,0,sensor_009,250,19,PVC,16,0
22.74,3.5437,16.51,29.11,-36.11,0.8634,4.2946,3.7523,27.67,1.6629,20.08,0.5627,0.6738,54.1,54.5,0,sensor_020,250,11,PVC,3,0
36.08,1.4893,34.08,39.24,7.7,-0.3403,0.6858,1.5004,54.86,2.2646,-10.08,-0.3166,0.6018,31.8,32.4,0,sensor_012,300,13,HDPE,11,0
29.23,1.4578,27.15,32.06,14.75,-0.4318,0.7376,1.316,28.92,0.8096,0.4,0.1625,-0.4662,44.3,44.8,0,sensor_002,200,19,HDPE,6,1
17.46,1.1267,15.81,18.94,14.98,-0.3671,0.3022,0.5276,12.66,0.5427,-11.7,-0.1777,0.8991,45.1,45.5,0,sensor_017,150,23,PVC,4,0
30.45,1.5472,27.99,32.44,-7.82,0.3831,0.9712,2.1637,21.38,1.0405,11.99,0.3003,0.5278,46.6,47.2,0,sensor_004,150,15,PVC,22,0
19.86,3.6393,13.61,24.39,43.37,-1.2426,1.9796,0.8501,12.84,0.3927,4.5,0.0555,-0.2825,49.9,50.4,0,sensor_003,100,4,Cast Iron,6,1
43.28,2.2702,38.31,47.33,19.07,-0.5915,2.1037,2.341,65.07,3.872,-16.32,-1.0233,0.5739,33.1,33.5,0,sensor_013,300,16,HDPE,8,0
48.27,1.3404,46.54,51.01,7.26,-0.4086,0.4876,1.0934,60.49,1.4636,3.57,0.323,-0.4664,42.1,42.7,0,sensor_015,250,15,PVC,19,1
41.37,2.6358,37.41,46.96,-19.35,0.4871,3.0525,3.743,59.14,4.4476,17.96,1.29,0.4927,39.8,40.1,0,sensor_013,300,21,HDPE,15,0
40.76,0.8636,39.22,41.77,3.51,-0.0561,0.4938,1.0769,71.83,1.4669,4.23,0.1705,0.0812,48.4,48.9,0,sensor_019,400,3,Steel,11,1
34.37,5.3393,25.13,42.75,41.22,-1.8024,3.885,1.4193,33.49,3.0512,-23.33,-1.0123,0.9779,51.9,52.3,0,sensor_003,200,14,HDPE,17,0
33.51,1.1071,31.41,35.3,-0.83,0.17,0.8888,1.4315,17.16,0.288,1.56,0.0056,0.4708,51.2,51.7,0,sensor_018,100,12,Cast Iron,20,0
39.45,3.2095,34.16,46.84,27.07,-0.9468,1.8971,2.5367,39.09,0.8735,-3.3,0.0219,0.0075,30.0,30.7,0,sensor_001,200,29,HDPE,8,1
34.0,0.6434,32.88,35.13,3.51,-0.111,0.5175,0.9215,31.54,0.676,-1.91,0.0394,-0.2902,45.1,45.6,0,sensor_017,200,27,HDPE,14,1
42.29,1.8469,39.81,45.48,8.19,-0.5318,0.9444,1.5598,56.47,1.0029,6.45,0.1802,-0.2322,24.9,25.4,0,sensor_012,250,14,PVC,8,1
14.61,1.1855,11.49,15.83,1.53,0.0546,0.533,1.8021,7.32,0.1955,-8.3,-0.0326,0.1243,45.2,45.7,0,sensor_016,100,26,Cast Iron,2,0
32.94,6.2354,24.7,44.06,43.95,-2.1222,1.6837,1.5646,47.49,1.4351,-5.72,-0.2016,0.2912,34.4,34.9,0,sensor_016,200,14,HDPE,18,1
20.74,1.7493,17.78,23.52,19.62,-0.5734,1.0541,1.082,16.85,0.3919,4.26,0.0325,-0.4113,46.2,46.7,0,sensor_001,150,9,PVC,5,1
17.96,8.227,7.49,30.76,75.66,-2.7858,3.2179,2.9184,37.02,4.6136,13.55,-0.3878,0.2075,45.8,46.4,0,sensor_019,200,28,HDPE,22,1
29.99,1.2934,27.96,31.79,6.0,-0.1854,1.2121,2.0651,23.26,0.562,9.63,0.081,-0.3862,36.6,37.0,0,sensor_003,150,14,PVC,11,1
21.51,1.5148,19.36,23.87,-23.06,0.5174,0.7809,0.486,14.83,0.8738,23.17,0.2607,0.8672,27.0,27.3,0,sensor_006,150,16,PVC,4,0
21.03,2.4294,17.45,24.89,29.92,-0.8112,0.7616,0.9143,12.16,0.6447,4.94,0.0137,0.0584,53.1,53.3,0,sensor_001,100,9,Cast Iron,6,1
21.81,3.3018,16.61,26.73,37.87,-0.8157,2.0062,3.963,13.88,0.5848,5.76,-0.006,-0.0224,45.9,46.5,0,sensor_005,100,14,Cast Iron,14,1
31.09,5.3515,21.1,38.2,44.77,-1.8153,3.4591,1.4585,34.71,1.3018,3.4,0.1849,-0.2276,32.5,33.0,0,sensor_018,200,24,HDPE,21,1
20.34,2.6174,14.53,23.2,-59.64,0.4305,2.3976,3.5762,14.94,0.9687,19.42,0.318,0.3004,31.6,32.5,0,sensor_007,150,2,PVC,4,0
35.83,1.3029,33.48,37.45,3.5,-0.1501,1.1526,1.969,26.3,0.8366,0.15,0.0675,-0.3378,25.2,25.6,0,sensor_002,150,29,PVC,9,1
45.0,5.1763,35.9,54.42,-51.59,1.7505,2.7506,1.6039,55.63,4.5572,21.6,1.4528,0.8806,51.1,51.5,0,sensor_013,250,27,PVC,21,0
13.24,2.5669,9.37,16.78,42.41,-0.7729,1.8005,2.1632,9.45,0.7949,20.12,0.1817,-0.2812,42.7,43.0,0,sensor_018,100,8,Cast Iron,4,1
42.37,2.2776,38.91,46.47,11.88,-0.7109,1.1152,1.3282,43.27,1.1462,-3.35,0.0307,-0.114,40.1,40.6,0,sensor_020,200,12,HDPE,19,1
35.29,1.3142,32.66,37.32,-14.26,0.3673,0.7837,1.1848,43.46,1.2932,1.37,0.3002,0.4824,51.7,52.6,0,sensor_003,250,16,PVC,13,0
36.16,3.3124,29.01,42.54,1.06,-0.3953,2.9757,4.9528,47.42,1.6047,7.41,0.1346,-0.2568,26.3,26.9,0,sensor_002,250,4,PVC,7,0
28.78,1.1421,27.16,31.19,12.91,-0.3262,0.5178,0.9556,14.83,0.4736,-0.93,-0.0889,0.4568,44.6,45.1,0,sensor_006,100,14,Cast Iron,9,0
39.0,2.5142,35.15,43.29,-1.94,0.4811,2.2429,2.9925,35.91,2.2519,26.91,0.5835,0.0809,36.6,37.0,0,sensor_014,200,28,HDPE,21,0
17.1,0.9389,15.8,18.66,-6.54,0.0033,0.8657,1.4645,12.44,0.3705,3.75,-0.0024,-0.1768,30.0,30.4,0,sensor_010,150,24,PVC,2,0
22.86,0.9344,21.15,24.4,7.75,-0.2297,0.615,1.0564,30.05,0.9038,2.94,-0.0089,0.1655,33.6,34.2,0,sensor_007,250,12,PVC,0,1
47.68,5.4339,38.01,54.83,-44.23,1.8381,2.5191,1.7425,63.73,4.9239,26.93,1.6387,0.9587,31.5,31.9,0,sensor_010,300,13,HDPE,7,0
20.04,0.9143,18.78,22.06,3.7,-0.1816,0.504,1.1244,30.69,0.864,2.45,0.0337,-0.305,31.1,31.5,0,sensor_007,300,28,HDPE,2,0
26.89,1.863,24.27,31.22,-28.64,0.5848,1.6442,1.0182,46.31,2.0653,10.26,0.6021,0.6936,46.5,46.9,0,sensor_012,400,23,Steel,4,0
18.3,1.9723,12.73,19.86,-44.44,0.1771,0.5001,2.1782,13.45,0.5408,-2.34,-0.0721,-0.2671,49.9,50.3,0,sensor_019,150,10,PVC,4,0
22.66,1.0729,21.09,24.32,8.11,-0.3356,0.4315,0.671,30.18,0.7559,8.66,0.1177,-0.1033,51.3,52.1,0,sensor_006,250,21,PVC,0,1
34.2,3.1056,29.39,38.41,11.07,-0.8948,1.308,1.8603,34.07,1.1688,-2.56,-0.0483,0.0755,49.4,49.9,0,sensor_003,200,24,HDPE,21,1
32.08,2.4773,28.81,36.01,19.17,-0.8311,0.8994,1.1617,37.68,1.5037,-5.47,-0.1703,0.243,54.0,54.4,0,sensor_019,200,25,HDPE,7,1
24.94,6.9006,13.65,35.86,61.95,-2.3824,3.3847,1.2093,20.69,3.7114,-40.31,-1.2827,0.9765,52.3,52.7,0,sensor_019,150,21,PVC,9,0
36.26,2.3002,32.7,40.56,-22.15,0.761,1.5922,1.2,25.02,1.0846,15.8,0.3148,0.9175,32.1,32.5,0,sensor_008,150,25,PVC,10,0
47.53,1.5486,45.85,51.76,-11.12,0.2412,2.0203,1.5062,66.21,1.4967,-2.26,-0.0931,0.2725,47.4,47.7,0,sensor_019,300,15,HDPE,8,0
21.96,2.9379,17.92,27.42,34.62,-1.0025,0.9876,0.83,11.88,0.9849,-21.32,-0.3243,0.9484,41.9,42.3,0,sensor_016,100,13,Cast Iron,14,0
41.73,2.7451,37.56,45.96,18.29,-0.9072,1.6682,1.493,62.34,3.211,-13.1,-1.0042,0.7936,28.2,28.7,0,sensor_010,300,10,HDPE,8,0
33.1,2.143,29.66,36.53,18.81,-0.7131,1.4655,1.1361,56.04,2.5593,14.55,0.271,-0.3496,49.7,50.0,0,sensor_006,300,6,HDPE,13,1
30.57,1.4786,28.33,33.17,2.27,0.1203,1.1028,1.4667,27.4,0.6747,3.65,0.1517,0.5769,35.0,35.4,0,sensor_014,200,6,HDPE,6,0
19.16,3.8821,13.04,26.77,51.27,-1.3126,1.8933,1.3872,9.83,1.3152,-39.15,-0.4316,0.9328,34.9,35.3,0,sensor_002,100,11,Cast Iron,6,0
20.27,1.3992,18.36,22.63,12.08,-0.2348,0.6065,1.4187,10.57,0.5977,17.58,0.1578,-0.8885,35.4,35.8,0,sensor_018,100,16,Cast Iron,23,0
23.47,1.2626,21.19,26.37,10.55,-0.3554,0.7694,1.2002,23.24,0.6692,0.52,0.0412,-0.3869,46.4,46.9,0,sensor_005,200,15,HDPE,5,1
33.21,2.1662,29.72,37.41,20.55,-0.6895,1.3104,1.2482,30.88,2.1378,-18.35,-0.7228,0.901,37.0,37.4,0,sensor_015,200,1,HDPE,21,0
32.81,2.7586,29.39,37.89,11.37,-0.5519,1.7623,3.638,25.69,1.2015,6.0,0.1834,-0.3874,36.5,36.9,0,sensor_014,150,10,PVC,16,1
23.61,2.8847,19.72,30.18,19.77,-0.6402,1.0535,3.7792,12.84,0.3325,-1.62,-0.0247,0.2109,53.7,54.2,0,sensor_002,100,20,Cast Iron,12,1
27.43,2.6865,22.9,31.2,26.6,-0.9209,1.3416,0.8144,20.39,1.3791,-18.94,-0.4748,0.9809,53.7,54.1,0,sensor_008,150,23,PVC,11,0
31.67,3.0594,26.37,36.81,28.34,-0.9441,2.422,1.7961,18.13,0.5836,-1.64,0.0229,-0.0809,52.0,52.2,0,sensor_004,100,24,Cast Iron,19,1
31.28,1.7285,28.33,33.47,12.15,-0.5012,1.7862,1.3724,23.09,1.0451,-7.95,-0.2474,0.769,35.1,35.3,0,sensor_018,150,22,PVC,7,0
31.83,3.8291,25.73,38.93,30.37,-1.2328,2.3189,1.8892,57.66,1.1014,0.45,0.0829,-0.1959,39.9,40.3,0,sensor_016,300,11,HDPE,10,1
29.14,1.227,26.81,30.68,-8.35,0.3333,0.5554,1.0902,14.56,0.4592,4.95,0.0062,-0.5235,41.8,42.6,0,sensor_016,100,7,Cast Iron,21,0
28.98,1.5465,25.81,30.71,-18.96,0.5005,0.4727,0.7922,25.86,1.1494,18.47,0.3366,0.8315,25.7,26.1,0,sensor_010,200,13,HDPE,23,0
34.64,1.6796,31.69,37.33,-11.15,0.4975,0.8065,1.5163,24.13,0.7642,12.09,0.1473,0.437,40.5,41.0,0,sensor_004,150,27,PVC,10,0
13.91,2.0335,10.71,17.13,32.99,-0.6501,1.1174,1.3226,13.01,0.6026,11.6,0.1609,-0.8206,51.7,52.1,0,sensor_006,150,23,PVC,3,1
24.88,0.6824,23.26,25.75,-2.17,0.0547,0.5108,1.0575,22.36,0.4547,-1.84,-0.023,-0.4698,38.5,39.2,0,sensor_015,200,8,HDPE,5,1
36.3,2.2981,30.63,40.02,-13.96,0.2243,3.0739,3.1796,33.08,1.3443,-3.87,-0.0066,-0.1376,43.0,43.3,0,sensor_013,200,22,HDPE,21,0
27.31,1.4828,25.6,29.3,12.63,-0.4948,0.2575,0.4196,19.92,0.8868,-11.27,-0.298,0.9453,49.9,50.3,0,sensor_016,150,20,PVC,12,0
19.51,1.3041,17.76,22.42,20.78,-0.3279,0.7326,0.8341,19.46,0.825,3.4,-0.0709,0.2409,32.6,33.3,0,sensor_020,200,5,HDPE,4,0
21.85,0.9766,20.02,22.91,12.45,-0.1252,1.0633,1.2402,41.08,9.466,71.12,2.5496,0.0859,53.7,54.7,0,sensor_017,250,10,PVC,1,1
43.35,1.8105,40.0,45.79,10.65,-0.4545,1.2033,2.224,75.9,2.5677,1.53,0.0577,-0.625,54.8,55.2,0,sensor_014,400,9,Steel,7,0
31.75,1.7475,28.73,35.01,17.94,-0.5101,1.4985,1.2622,47.89,2.7343,-10.47,-0.8494,0.5834,52.3,52.5,0,sensor_020,300,20,HDPE,13,0
37.97,5.5003,30.43,48.01,-57.78,1.8962,3.3554,0.8934,50.43,5.9595,42.64,2.0426,0.9686,53.6,54.0,0,sensor_005,300,27,HDPE,23,0
22.57,2.2775,18.46,25.53,23.99,-0.7438,1.3243,0.9676,22.11,2.184,-23.09,-0.6262,0.87,30.9,31.5,0,sensor_013,200,16,HDPE,23,0
19.67,1.2797,17.86,22.14,9.41,-0.3688,0.7448,1.1058,21.22,1.5855,11.64,0.313,-0.5773,27.4,28.0,0,sensor_012,200,4,HDPE,4,1
35.91,3.9325,26.15,40.58,13.47,-0.7052,3.6592,4.5772,30.29,0.6054,2.61,0.1454,-0.5964,52.6,53.2,0,sensor_016,150,12,PVC,19,1
24.45,6.3683,13.84,32.65,54.03,-2.1317,3.5725,1.8884,17.54,1.1471,19.38,0.2947,-0.7079,41.0,41.7,0,sensor_013,100,15,Cast Iron,9,1
35.25,7.3811,21.11,45.85,53.96,-2.5109,4.2718,2.313,56.58,5.9931,-30.96,-1.9917,0.9561,29.1,29.6,0,sensor_002,300,6,HDPE,20,0
42.69,2.3706,37.23,45.31,5.14,-0.3034,2.2341,2.6231,63.99,2.3665,2.77,0.3056,-0.8999,37.9,38.5,0,sensor_011,300,3,HDPE,9,0
52.11,2.2305,49.2,55.6,11.36,-0.647,1.84,1.8571,109.92,10.5727,19.97,2.5725,-0.6789,27.6,28.1,0,sensor_015,400,12,Steel,19,1
18.81,2.1712,15.91,22.75,28.7,-0.6492,1.0396,1.7701,25.25,2.292,-19.65,-0.6981,0.9261,33.8,34.4,0,sensor_012,250,5,PVC,4,0
17.92,8.3579,3.39,27.65,87.75,-2.8599,4.7665,1.381,14.86,1.2563,26.26,0.4252,-0.9763,54.1,55.0,0,sensor_019,100,9,Cast Iron,11,1
42.36,2.696,36.33,46.64,-1.42,0.0403,3.5212,3.4026,56.04,2.1894,-2.07,0.0067,-0.6381,51.2,51.7,0,sensor_018,250,5,PVC,8,0
34.84,1.6028,31.28,36.32,13.89,-0.4844,1.6417,0.9443,101.76,8.9299,17.87,1.5234,-0.5491,54.6,55.3,0,sensor_004,400,12,Steel,6,1
30.17,6.137,20.62,40.25,48.78,-2.0854,2.6869,2.274,46.92,7.477,-34.35,-2.4727,0.9342,47.1,47.8,0,sensor_007,300,21,HDPE,21,0
21.51,2.1051,18.64,25.97,28.24,-0.6677,1.3368,1.3047,30.97,1.4327,2.98,0.0899,-0.4117,30.8,31.3,0,sensor_010,250,12,PVC,0,1
34.98,3.0311,29.34,38.78,20.33,-0.5217,2.8779,3.4731,39.86,8.4291,62.08,1.8244,0.0361,31.2,31.7,0,sensor_010,150,26,PVC,20,1
34.36,0.9721,32.7,36.39,0.52,-0.0419,1.196,1.9172,42.56,1.3265,5.38,0.1211,-0.4489,26.0,26.7,0,sensor_010,250,15,PVC,13,1
11.22,6.1773,4.33,23.62,81.68,-2.07,1.7043,1.2814,23.07,2.1679,-19.93,-0.6143,0.7895,35.3,36.0,0,sensor_015,150,22,PVC,5,1
26.66,1.5119,23.88,29.01,-16.12,0.4883,0.5512,0.9167,32.69,1.9815,20.34,0.6362,0.8174,52.7,53.5,0,sensor_012,250,18,PVC,0,0
23.66,0.9326,21.91,25.07,5.79,-0.2355,0.537,0.8012,17.03,0.504,-5.72,-0.1122,0.3452,36.0,36.3,0,sensor_001,150,25,PVC,23,0
20.93,1.292,18.84,22.67,16.89,-0.4273,0.8934,0.7136,15.61,0.8548,-6.55,-0.2142,0.6989,32.3,33.0,0,sensor_014,150,17,PVC,5,0
38.89,2.4237,34.68,41.85,15.93,-0.767,1.417,1.4293,71.79,3.6873,-12.12,-1.1411,0.7304,39.9,40.5,0,sensor_016,400,17,Steel,7,0
31.59,0.5326,30.59,32.5,3.48,-0.1004,0.354,0.6569,56.4,1.4536,6.16,0.2473,-0.3367,47.7,48.4,0,sensor_012,400,6,Steel,23,0
23.26,3.4253,19.08,30.52,24.83,-0.9469,1.2038,3.4624,36.96,0.5195,-3.49,-0.1217,0.5818,30.8,31.1,0,sensor_008,300,1,HDPE,0,1
25.22,2.333,21.15,28.49,25.76,-0.7625,1.7636,1.2595,15.62,0.7457,11.79,0.0161,-0.1074,51.8,52.5,0,sensor_016,100,29,Cast Iron,15,1
17.64,0.871,16.13,18.97,12.97,-0.2294,0.6177,0.8553,13.28,0.3802,-8.57,-0.1,0.3546,32.0,32.1,0,sensor_020,150,6,PVC,4,0
27.17,1.3757,25.85,30.85,-17.98,0.1748,1.7845,1.8723,52.26,3.1463,12.74,0.813,0.1676,38.2,38.6,0,sensor_003,400,8,Steel,0,1
38.88,2.2697,33.14,41.8,4.96,-0.3098,2.4309,3.4513,58.17,2.115,2.07,0.2233,0.1925,33.5,34.0,0,sensor_010,300,5,HDPE,7,1
29.49,2.1059,23.59,31.48,23.68,-0.4616,2.5622,2.3794,55.78,1.6134,-2.07,-0.0825,0.4359,37.2,37.5,0,sensor_002,400,5,Steel,23,1
39.09,5.1314,27.51,45.91,40.07,-1.6587,4.2826,2.5853,73.28,3.0349,7.88,0.1588,-0.0395,39.3,39.8,0,sensor_020,300,17,HDPE,17,1
41.07,2.7215,37.81,45.86,-11.01,0.7289,2.639,2.3576,37.67,1.785,11.32,0.415,0.6769,52.6,52.8,0,sensor_013,200,25,HDPE,16,0
18.32,9.7081,5.17,31.91,81.86,-3.2588,3.8664,3.2249,30.2,4.776,19.1,0.2649,-0.0702,51.7,52.1,0,sensor_018,150,1,PVC,11,1
35.47,2.661,31.19,40.73,13.25,-0.5796,0.7191,2.1256,45.01,0.9786,-2.57,-0.051,0.4453,31.6,32.1,0,sensor_006,200,28,HDPE,17,1
26.82,8.334,13.4,39.95,66.46,-2.8979,4.3428,0.5776,22.26,4.2736,-46.59,-1.4767,0.9948,25.7,26.2,0,sensor_011,150,2,PVC,18,0
36.33,3.4301,30.4,39.69,21.19,-1.1016,2.189,1.5198,60.37,2.2528,6.74,0.6115,-0.6803,42.2,42.7,0,sensor_011,300,28,HDPE,10,1
40.82,1.4433,38.74,43.16,-6.75,0.4203,0.9947,1.3847,58.03,1.9851,4.38,0.35,0.3225,38.9,39.6,0,sensor_020,300,10,HDPE,21,0
36.32,1.7133,34.09,40.47,13.26,-0.4931,0.7994,1.0619,46.15,1.3005,-9.73,-0.3689,0.6678,33.1,33.4,0,sensor_001,250,15,PVC,15,0
29.22,2.7907,26.39,35.83,-31.19,0.6298,2.6542,3.284,35.54,1.3703,6.22,0.1462,-0.0743,45.4,46.0,0,sensor_004,250,8,PVC,23,0
40.37,2.8702,37.27,47.7,21.86,-0.669,1.4311,2.9487,55.9,1.9699,-2.88,-0.0452,0.0958,35.9,36.3,0,sensor_012,300,15,HDPE,7,1
33.14,1.6897,31.18,37.48,5.36,-0.4164,0.6671,2.1606,17.35,0.2594,-0.84,-0.0083,0.1874,27.6,27.9,0,sensor_009,100,10,Cast Iron,18,1
38.71,1.6201,36.24,41.64,-14.9,0.2084,1.5488,1.8794,67.15,2.3342,8.21,0.6915,0.3688,35.5,36.2,0,sensor_015,400,1,Steel,22,0
